COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
KING,2015,Mercer Island Police Department,"23,480",987,42.04,36,1.53,0,0,2,27,0,0,0,7,942,40.12,4,0,83,33,168,2,1,651,9,0.38,6,0,0,0,3,0
KING,2016,Mercer Island Police Department,"23,660","1,003",42.39,47,1.99,0,0,3,36,0,1,0,7,945,39.94,1,0,105,21,194,3,3,618,11,0.46,9,0,0,0,2,0
KING,2017,Mercer Island Police Department,"24,210",923,38.12,66,2.73,0,0,0,51,1,3,0,11,827,34.16,0,0,61,22,141,1,2,600,30,1.24,26,0,1,0,3,0
KING,2018,Mercer Island Police Department,"24,270",900,37.08,47,1.94,0,0,4,39,1,0,0,3,825,33.99,1,0,63,27,126,4,4,600,28,1.15,24,0,2,0,2,0
KING,2019,Mercer Island Police Department,"24,470",711,29.06,35,1.43,1,0,2,27,0,0,0,5,665,27.18,1,0,66,25,141,5,1,426,11,0.45,9,0,0,0,2,0
KING,2020,Mercer Island Police Department,"24,690",798,32.32,38,1.54,0,0,2,28,1,0,0,7,745,30.17,0,0,78,12,181,3,2,469,15,0.61,10,0,3,0,1,1
KING,2018,Muckleshoot Tribal Police Department,0,96,0.00,19,0.00,0,0,3,12,0,0,0,4,41,0.00,1,0,8,2,0,0,0,30,36,0.00,34,0,0,0,2,0
KING,2019,Muckleshoot Tribal Police Department,0,159,0.00,51,0.00,0,0,2,35,0,0,0,14,65,0.00,0,0,17,4,2,0,0,42,43,0.00,39,0,0,0,4,0
KING,2020,Muckleshoot Tribal Police Department,0,82,0.00,35,0.00,0,0,2,30,0,0,0,3,41,0.00,0,0,9,0,8,0,0,24,6,0.00,3,0,0,0,1,2
KING,2018,Newcastle Police Department,"12,410",133,10.72,13,1.05,0,0,2,10,0,0,0,1,117,9.43,0,0,15,4,4,0,1,93,3,0.24,3,0,0,0,0,0
KING,2019,Newcastle Police Department,"12,450",291,23.37,29,2.33,0,0,3,23,0,0,0,3,262,21.04,1,0,46,0,27,1,2,185,0,0.00,0,0,0,0,0,0
